keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%
frank marketing agency,110.0,12.0,0.85,4.38,1.47,170.0,90.0,140.0,110.0,210.0,140.0,210.0,70.0,90.0,40.0,40.0,30.0,-12.751209834028415,0.47637619267023124,0.2727272727272727,0.37978282751451864,-0.004965695178954087,-82.35294117647058,-25.0
coring machine,6600.0,93.0,0.31,1.74,0.71,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,8100.0,59.10564436427022,0.23076923076923206,0.09090909090909091,1.0,0.00018679928201808266,22.727272727272727,22.727272727272727
grass seed,201000.0,100.0,0.35,3.36,0.97,201000.0,201000.0,201000.0,201000.0,368000.0,368000.0,301000.0,135000.0,74000.0,74000.0,90500.0,135000.0,-18535.937880715854,0.1491703759471803,0.2727272727272727,0.454231454367483,-0.001625825718468194,-32.83582089552239,82.43243243243244
may sale,1300.0,82.0,0.34,2.44,2.26,720.0,590.0,720.0,1000.0,3600.0,2400.0,1000.0,720.0,880.0,880.0,880.0,880.0,-62.22305883327844,0.0764002318152095,0.36363636363636365,0.49371024283320597,-0.0007261790964940386,22.22222222222222,0.0
bill pay service,6600.0,21.0,0.26,10.25,8.16,6600.0,5400.0,5400.0,5400.0,5400.0,5400.0,6600.0,5400.0,9900.0,9900.0,6600.0,6600.0,241.14333234847774,0.4222720724381672,0.2727272727272727,0.9146940457916074,0.004016954348501692,0.0,-33.33333333333333
earthworks contractor,880.0,6.0,1.63,7.17,1.63,1000.0,880.0,880.0,1000.0,720.0,1300.0,880.0,720.0,720.0,480.0,480.0,480.0,-53.16713686660472,0.6603285730136011,0.18181818181818182,0.5921287865002494,-0.004392748342524525,-52.0,0.0
pub food delivery,320.0,39.0,0.56,1.86,1.78,140.0,110.0,110.0,140.0,140.0,210.0,170.0,140.0,720.0,110.0,1600.0,260.0,70.08152430521616,0.624263748772941,0.5454545454545454,0.8134384979404171,0.07965345142452385,85.71428571428571,136.36363636363635
gym equipment deals,1600.0,83.0,0.04,0.93,1.03,1000.0,2400.0,1900.0,1000.0,1600.0,880.0,720.0,720.0,2400.0,1900.0,2900.0,720.0,57.77917221858239,0.021507518397086756,0.5454545454545454,0.8062499196439058,0.00036870230688045783,-28.000000000000004,-62.10526315789474
ambient tv lighting,8100.0,100.0,0.08,0.7,0.38,8100.0,6600.0,6600.0,5400.0,6600.0,6600.0,6600.0,6600.0,8100.0,9900.0,12100.0,9900.0,453.97727965745474,0.25290296977075266,0.7272727272727273,1.0,0.0113699879614823,22.22222222222222,0.0
lewis irrigation,20.0,18.0,2.01,5.71,1.36,50.0,30.0,30.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,-2.122539285799346,0.9078818260905759,0.0,0.22883592492986068,-0.0,-80.0,0.0
nonprofit marketing,3600.0,11.0,0.33,3.6,3.76,8100.0,4400.0,1900.0,2400.0,3600.0,4400.0,4400.0,2900.0,4400.0,3600.0,3600.0,3600.0,-63.18015195532649,0.38630281132619104,0.36363636363636365,0.4560384079511009,-0.0009420648007672448,-55.55555555555556,0.0
prenatal care insurance,1000.0,22.0,1.13,10.17,7.85,1000.0,1000.0,1900.0,1900.0,1900.0,1000.0,1300.0,720.0,720.0,720.0,720.0,390.0,-99.75127491908646,0.2236567631742128,0.2727272727272727,0.42561208185062444,-0.0021587281854613858,-61.0,-45.83333333333333
money budgeting app,1600.0,58.0,1.21,8.36,6.68,1600.0,1600.0,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,1900.0,1600.0,1600.0,1600.0,-1.9666259470320848,0.012493998823679964,0.18181818181818182,0.9412774733341007,-2.5472657351794677e-06,0.0,0.0
key access,4400.0,14.0,0.25,0.85,0.88,5400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,3600.0,4400.0,4400.0,-43.078043642465914,0.690128083756679,0.18181818181818182,0.7938453069129255,-0.0009485177405116752,-18.51851851851852,22.22222222222222
prince perfume,1900.0,75.0,0.07,0.72,0.21,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1600.0,1600.0,2400.0,1900.0,1600.0,0.9708070839594902,0.1599348410278708,0.09090909090909091,0.9489298800102659,7.21740736343551e-06,-15.789473684210526,-33.33333333333333
corner office desk,12100.0,100.0,0.56,3.9,3.1,12100.0,12100.0,9900.0,9900.0,9900.0,9900.0,14800.0,14800.0,14800.0,12100.0,14800.0,12100.0,274.2115269981866,0.3928054681299933,0.36363636363636365,0.9679192491454071,0.0031632170625937477,0.0,0.0
length measurement,33100.0,7.0,0.01,0.51,0.45,40500.0,33100.0,27100.0,27100.0,27100.0,27100.0,33100.0,33100.0,40500.0,33100.0,49500.0,40500.0,1317.6113185721308,0.01762976770010971,0.45454545454545453,0.9658325933932801,0.0003043141497698058,0.0,22.356495468277945
commercial driver insurance,60500.0,60.0,0.43,32.03,26.78,33100.0,33100.0,40500.0,33100.0,49500.0,60500.0,90500.0,60500.0,74000.0,60500.0,74000.0,110000.0,4594.873811826772,0.9273970323891735,0.6363636363636364,1.0,0.052200898809220936,232.3262839879154,81.81818181818183
combination lock manufacturer,70.0,8.0,0.98,2.97,1.83,90.0,90.0,70.0,70.0,70.0,90.0,90.0,30.0,50.0,30.0,30.0,30.0,-5.832840371154865,0.8658805769291125,0.18181818181818182,0.4485907247222521,-0.005897603019691891,-66.66666666666666,0.0
bishop crozier,1600.0,52.0,0.12,0.51,0.81,1300.0,1300.0,1300.0,1300.0,1900.0,1600.0,1600.0,1300.0,1900.0,1600.0,1600.0,1600.0,21.988406561684723,0.7974775222292771,0.36363636363636365,0.995563167640391,0.004296547856514737,23.076923076923077,0.0
tent rental,49500.0,48.0,0.78,2.9,3.1,40500.0,40500.0,49500.0,49500.0,49500.0,60500.0,60500.0,40500.0,40500.0,27100.0,40500.0,49500.0,-998.1294256211048,0.004032828183532233,0.5454545454545454,0.793689987164679,-3.80741255516989e-05,22.22222222222222,82.65682656826569
ac motor,60500.0,29.0,0.03,0.67,0.65,49500.0,49500.0,60500.0,60500.0,60500.0,60500.0,60500.0,74000.0,74000.0,60500.0,60500.0,60500.0,612.3309660293504,0.8182301912826027,0.6363636363636364,0.9336378939021914,0.005031869797011846,22.22222222222222,0.0
driver for hire,14800.0,46.0,0.09,0.97,0.84,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,14800.0,14800.0,14800.0,18100.0,18100.0,18100.0,247.21616329933727,0.6615550614836749,0.45454545454545453,1.0,0.004712560162021595,22.2972972972973,0.0
queen comforter,18100.0,100.0,0.32,1.44,1.13,18100.0,18100.0,18100.0,14800.0,18100.0,14800.0,18100.0,14800.0,22200.0,27100.0,27100.0,22200.0,937.7936802808516,0.40632537614751085,0.45454545454545453,0.9920190527228956,0.009266923388129844,22.65193370165746,-18.081180811808117
customer value calculator,90.0,13.0,2.23,6.2,6.64,40.0,30.0,30.0,40.0,70.0,70.0,90.0,70.0,110.0,170.0,170.0,170.0,13.808955054994518,0.8762129230579047,0.8181818181818182,1.0,0.14206605836382136,325.0,0.0
debate prep,140.0,5.0,0.25,2.83,7.32,170.0,110.0,90.0,110.0,170.0,140.0,140.0,110.0,90.0,90.0,110.0,260.0,2.4472413777356388,0.08376622235949605,0.45454545454545453,0.9105270068629034,0.0006550920851966819,52.94117647058824,188.88888888888889
minority owned business,1900.0,13.0,2.71,5.16,5.75,1300.0,1300.0,1600.0,1900.0,1900.0,1900.0,2400.0,2400.0,2900.0,1900.0,1600.0,2400.0,45.52287945303724,0.8397230379782108,0.7272727272727273,0.9072025869109567,0.013749895341650026,84.61538461538461,26.31578947368421
lawn mower sale,49500.0,100.0,0.16,0.96,0.57,40500.0,60500.0,60500.0,90500.0,110000.0,110000.0,60500.0,12100.0,9900.0,14800.0,18100.0,27100.0,-6695.489340019054,0.15377695958583626,0.45454545454545453,0.31302500041175435,-0.0025984679774342066,-33.086419753086425,83.1081081081081
privacy policy,201000.0,17.0,0.14,2.99,3.5,201000.0,246000.0,246000.0,201000.0,201000.0,201000.0,201000.0,165000.0,201000.0,201000.0,246000.0,201000.0,89.37182036546851,0.24913699709545312,0.45454545454545453,0.8853937200187137,4.2564817386215774e-05,0.0,0.0
foot file,33100.0,100.0,0.35,1.83,0.64,33100.0,33100.0,40500.0,33100.0,33100.0,33100.0,33100.0,33100.0,40500.0,33100.0,27100.0,27100.0,-527.4127717949433,0.11884607292720917,0.18181818181818182,0.845967404694605,-0.00028404326368586355,-18.12688821752266,-18.12688821752266
roof repair cost,18100.0,23.0,0.29,2.81,3.28,27100.0,12100.0,9900.0,12100.0,12100.0,12100.0,12100.0,9900.0,9900.0,22200.0,33100.0,22200.0,1226.5807696761672,0.030984491381797152,0.2727272727272727,0.7683740590057251,0.0005031443937795843,-18.081180811808117,0.0
newborn supplies,590.0,100.0,0.16,2.53,1.31,590.0,590.0,590.0,480.0,590.0,590.0,880.0,590.0,720.0,590.0,590.0,720.0,6.211139770641143,0.4829809876250353,0.45454545454545453,0.9755192664149952,0.0021666419769887403,22.033898305084744,22.033898305084744
spot market,9900.0,2.0,0.21,5.63,3.14,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,244.13830216573965,0.868749046770973,0.5454545454545454,1.0,0.010865115495725528,22.22222222222222,0.0
mountain photography prints,210.0,100.0,0.32,2.66,1.26,140.0,90.0,70.0,40.0,70.0,70.0,50.0,110.0,320.0,320.0,480.0,590.0,46.03842498136811,0.4704352934052597,0.45454545454545453,1.0,0.0683772911914897,321.42857142857144,84.375
fall arrest system,12100.0,96.0,1.19,6.38,4.01,14800.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,9900.0,12100.0,12100.0,-117.41763730269318,0.6919320856172954,0.18181818181818182,0.7965068949806114,-0.000946394317905222,-18.243243243243242,22.22222222222222
debt management plan,22200.0,74.0,8.35,48.12,43.48,27100.0,22200.0,22200.0,22200.0,18100.0,18100.0,22200.0,22200.0,18100.0,18100.0,18100.0,18100.0,-461.59822363073044,0.8296955087488344,0.18181818181818182,0.6944907293428944,-0.002244290018444748,-33.210332103321036,0.0
dinnerware set,301000.0,100.0,0.07,0.63,0.39,301000.0,301000.0,246000.0,246000.0,301000.0,246000.0,301000.0,301000.0,368000.0,450000.0,450000.0,368000.0,16546.005521423598,0.5116931241355308,0.5454545454545454,0.9877923504176918,0.014889169984814966,22.259136212624583,-18.22222222222222
paper shredders,135000.0,100.0,0.23,1.15,0.9,110000.0,135000.0,135000.0,110000.0,110000.0,135000.0,135000.0,135000.0,165000.0,135000.0,165000.0,135000.0,3034.8687001054805,0.7598777903501774,0.6363636363636364,0.975291786674017,0.011054467331926544,22.727272727272727,0.0
proposal templates,22200.0,34.0,0.64,5.16,4.22,22200.0,18100.0,18100.0,18100.0,22200.0,22200.0,27100.0,27100.0,27100.0,22200.0,33100.0,33100.0,1122.6380019234698,0.7330350002462469,0.6363636363636364,1.0,0.023082265026451807,49.0990990990991,49.0990990990991
grant application software,210.0,21.0,11.29,107.13,79.36,140.0,70.0,50.0,70.0,110.0,140.0,170.0,170.0,140.0,90.0,880.0,320.0,40.2796867469817,0.5044547427626357,0.45454545454545453,0.969372972365158,0.05925418474780359,128.57142857142858,255.55555555555554
cooperation platform,880.0,2.0,1.0,13.27,30.88,390.0,320.0,390.0,880.0,1000.0,880.0,880.0,720.0,1000.0,880.0,880.0,1000.0,34.573749385672926,0.8461738275093291,0.8181818181818182,1.0,0.034798259984773046,156.4102564102564,13.636363636363635
iron cookware set,27100.0,100.0,0.18,1.3,0.77,22200.0,22200.0,18100.0,18100.0,18100.0,22200.0,27100.0,27100.0,40500.0,49500.0,49500.0,33100.0,2704.3089198438106,0.6912579816596272,0.5454545454545454,0.9494299880487509,0.03732124921868046,49.0990990990991,-33.131313131313135
glasses frames,165000.0,100.0,0.43,3.15,1.99,135000.0,135000.0,165000.0,135000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,165000.0,1775.8477140812781,0.8794864802497455,0.8181818181818182,1.0,0.008327829731903219,22.22222222222222,0.0
disposable plastic cups,8100.0,91.0,0.31,3.05,1.06,12100.0,18100.0,14800.0,8100.0,5400.0,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,4400.0,-685.2086097110448,0.8316531551166858,0.09090909090909091,0.3154768911181897,-0.0018266329771416043,-63.63636363636363,-18.51851851851852
area development,1300.0,8.0,0.49,1.18,0.09,1300.0,1300.0,1300.0,1000.0,1300.0,1300.0,1300.0,1300.0,1600.0,1000.0,1000.0,1600.0,0.8868341609714042,0.00037795293399034424,0.5454545454545454,0.9496959848084554,1.368177950973e-07,23.076923076923077,60.0
kingdom toys,1000.0,71.0,0.04,0.89,0.16,1300.0,1000.0,1000.0,1000.0,1000.0,1300.0,1000.0,1000.0,1000.0,1600.0,1000.0,1000.0,5.886450117836958,0.021344294803591346,0.18181818181818182,0.8476765631235185,1.746032657261937e-05,-23.076923076923077,-37.5
dinner plates online,170.0,100.0,0.03,0.51,0.28,170.0,170.0,140.0,170.0,170.0,170.0,140.0,140.0,110.0,170.0,170.0,140.0,-1.089906031944825,0.5699449641551143,0.45454545454545453,0.8854097322345961,-0.0015853169058512575,-17.647058823529413,-17.647058823529413
castle wedding venue,8100.0,26.0,0.44,1.95,1.71,9900.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,9900.0,6600.0,8100.0,12100.0,101.17609969570795,0.11866505860011722,0.2727272727272727,0.9385752448862497,0.00035992795241435405,22.22222222222222,83.33333333333334
pool construction company,4400.0,9.0,0.04,3.74,4.41,4400.0,6600.0,6600.0,3600.0,2900.0,3600.0,2900.0,2900.0,8100.0,9900.0,1300.0,1600.0,-53.78594472807953,0.038965621717187426,0.36363636363636365,0.6013954648926301,-9.663033336475563e-05,-63.63636363636363,-83.83838383838383
golf bag price,590.0,88.0,0.04,0.36,0.32,590.0,720.0,720.0,720.0,720.0,720.0,590.0,480.0,480.0,590.0,480.0,480.0,-21.870177587681617,0.4360482870129654,0.5454545454545454,0.73887717335992,-0.006088860115471406,-18.64406779661017,-18.64406779661017
topsoil delivery,5400.0,77.0,0.71,3.11,2.51,5400.0,4400.0,5400.0,6600.0,12100.0,14800.0,8100.0,2400.0,1600.0,1300.0,2400.0,2400.0,-687.1596209930149,0.05874726351233428,0.36363636363636365,0.3178338444057988,-0.0007687358866633232,-55.55555555555556,84.61538461538461
pressure testing equipment,720.0,100.0,0.04,0.12,0.4,1900.0,880.0,880.0,1000.0,590.0,390.0,480.0,480.0,480.0,390.0,390.0,480.0,-61.75014632111474,0.8204382807578042,0.09090909090909091,0.2489275772237077,-0.001344896278824922,-74.73684210526315,23.076923076923077
golf club repair,6600.0,11.0,0.16,1.43,1.08,6600.0,8100.0,8100.0,9900.0,8100.0,8100.0,6600.0,4400.0,3600.0,2900.0,3600.0,4400.0,-517.392880378959,0.5518043138084269,0.2727272727272727,0.5166515024104158,-0.005950996897767208,-33.33333333333333,51.724137931034484
fact check tools,2900.0,3.0,0.08,0.32,0.58,3600.0,2900.0,3600.0,2400.0,2900.0,2400.0,2900.0,3600.0,2900.0,1300.0,1900.0,2400.0,-115.63265158038806,0.7766587699574198,0.36363636363636365,0.6482541606972877,-0.007281439346403819,-33.33333333333333,84.61538461538461
member benefits,4400.0,3.0,0.36,8.48,4.34,4400.0,3600.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,5400.0,6600.0,5400.0,3600.0,97.82608130635774,0.6393828900637313,0.8181818181818182,0.9017446527997729,0.010223539323208975,-18.181818181818183,-45.45454545454545
duct tape price,3600.0,92.0,0.02,0.67,0.35,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2900.0,3600.0,2900.0,3600.0,3600.0,-19.339850813591973,0.6222378094954817,0.2727272727272727,0.9568130706407426,-0.0008945952123408397,0.0,24.137931034482758
evening dress,201000.0,100.0,0.24,1.05,0.83,135000.0,135000.0,110000.0,135000.0,135000.0,165000.0,450000.0,201000.0,246000.0,135000.0,246000.0,301000.0,9591.599853636037,0.7009197398073925,0.6363636363636364,0.9980543717040625,0.023669224564811436,122.96296296296296,122.96296296296296
quality assurance course,3600.0,48.0,0.26,2.26,2.04,2900.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,4400.0,2900.0,3600.0,4400.0,36.926080219182126,0.6119561003309991,0.9090909090909091,0.9949998513109467,0.005814807003205022,51.724137931034484,51.724137931034484
older horse supplements,210.0,100.0,0.77,2.89,1.62,210.0,170.0,140.0,170.0,210.0,210.0,210.0,140.0,210.0,170.0,260.0,320.0,8.12556123141252,0.21256222213525577,0.6363636363636364,1.0,0.005733413957557246,52.38095238095239,88.23529411764706
impression marketing,2400.0,10.0,0.55,9.95,3.09,1300.0,1000.0,1300.0,1600.0,6600.0,2400.0,2400.0,1900.0,2900.0,1600.0,3600.0,3600.0,91.5798946795386,0.5053170061704266,0.5454545454545454,0.9157477096886687,0.010241116731024279,176.9230769230769,125.0
church lighting,1900.0,100.0,0.54,5.38,3.42,1900.0,1900.0,1600.0,1600.0,1900.0,2400.0,2400.0,1900.0,1900.0,2400.0,2400.0,2400.0,53.25136261124875,0.6753859624070906,0.5454545454545454,1.0,0.009892897714580734,26.31578947368421,0.0
city union jobs,50.0,8.0,0.17,1.32,2.05,40.0,30.0,40.0,40.0,70.0,70.0,50.0,50.0,30.0,30.0,40.0,50.0,-0.8854461114248162,0.08705205785420744,0.45454545454545453,0.7693957302413885,-0.0006065223433237919,25.0,66.66666666666666
skill assessment,550000.0,0.0,0.71,4.56,3.01,1000000.0,2740000.0,1830000.0,550000.0,12100.0,12100.0,14800.0,12100.0,12100.0,9900.0,14800.0,12100.0,-118329.50869689535,0.741998037971142,0.09090909090909091,0.03638131973914462,-0.0003861969654406036,-98.79,22.22222222222222
liability coverage,9900.0,34.0,4.81,31.9,27.69,5400.0,6600.0,8100.0,6600.0,8100.0,12100.0,14800.0,8100.0,9900.0,9900.0,9900.0,9900.0,209.92736440170378,0.7809763205387734,0.45454545454545453,0.9139273460813387,0.007999618209720928,83.33333333333334,0.0
map software,8100.0,25.0,0.82,7.9,5.12,6600.0,5400.0,6600.0,6600.0,6600.0,6600.0,8100.0,8100.0,8100.0,8100.0,9900.0,9900.0,333.24323740542894,0.8550770824052093,0.9090909090909091,1.0,0.03655253342440402,50.0,22.22222222222222
summer sale furniture,590.0,100.0,0.28,1.65,1.08,590.0,1000.0,880.0,720.0,480.0,390.0,390.0,260.0,210.0,210.0,210.0,1300.0,-11.883727470152875,0.5569876314463866,0.2727272727272727,0.695858594333975,-0.002194670941766556,120.33898305084745,519.047619047619
food history books,1000.0,98.0,0.12,0.51,0.32,1000.0,880.0,880.0,880.0,880.0,880.0,1000.0,880.0,1300.0,1600.0,1300.0,1900.0,78.79406554793184,0.5470602506368261,0.45454545454545453,1.0,0.019184045375017,90.0,18.75
crime map app,880.0,6.0,0.55,2.6,1.53,720.0,720.0,590.0,480.0,480.0,480.0,480.0,480.0,1000.0,1900.0,2400.0,480.0,111.70441136201367,0.35615793568444265,0.2727272727272727,0.7960237572134669,0.011398859731642003,-33.33333333333333,-74.73684210526315
age calculator,9140000.0,0.0,0.01,0.02,0.03,9140000.0,9140000.0,11100000.0,9140000.0,9140000.0,9140000.0,11100000.0,9140000.0,11100000.0,9140000.0,7480000.0,7480000.0,-163218.29990446553,0.01415247883177495,0.2727272727272727,0.8503965173754294,-5.6329798908075825e-05,-18.161925601750546,-18.161925601750546
golf sponsorships,1300.0,3.0,2.58,6.43,8.1,1600.0,1000.0,1300.0,1300.0,1600.0,1900.0,1900.0,1300.0,1300.0,720.0,1000.0,1000.0,-60.17842401501079,0.09880116300633879,0.45454545454545453,0.6664121257886317,-0.0013016050975072793,-37.5,38.88888888888889
presence sensor,5400.0,100.0,0.15,1.7,0.55,5400.0,5400.0,5400.0,4400.0,5400.0,5400.0,5400.0,5400.0,8100.0,6600.0,6600.0,6600.0,182.12415815638414,0.6133135241873582,0.7272727272727273,1.0,0.01442600337092636,22.22222222222222,0.0
corporate culture,14800.0,2.0,0.13,4.54,3.54,14800.0,9900.0,9900.0,9900.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,544.9318094261562,0.4779089075915731,0.7272727272727273,1.0,0.014076548482361019,22.2972972972973,22.2972972972973
pressure washer rental,60500.0,49.0,0.11,4.44,1.11,49500.0,60500.0,74000.0,74000.0,74000.0,74000.0,60500.0,27100.0,27100.0,33100.0,60500.0,49500.0,-2337.6121403359953,0.22620150213162005,0.6363636363636364,0.6755774215843656,-0.003972289074374498,0.0,49.546827794561935
wholesale distribution,27100.0,31.0,0.08,1.16,1.18,27100.0,27100.0,40500.0,33100.0,33100.0,33100.0,33100.0,18100.0,18100.0,18100.0,18100.0,27100.0,-1347.6071016258486,0.3650819184017682,0.18181818181818182,0.6980096682118864,-0.002196655940651277,0.0,49.72375690607735
development consulting,2400.0,5.0,0.94,5.96,5.0,2400.0,1900.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,9.631043575067029,0.36201635467587645,0.9090909090909091,0.9982097503339609,0.0013526852739307062,0.0,0.0
plate weights,49500.0,100.0,0.28,1.66,1.25,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,49500.0,40500.0,49500.0,49500.0,49500.0,40500.0,644.5153891450462,0.7976073489973609,0.36363636363636365,0.956852814676227,0.004190869062330349,0.0,-18.181818181818183
city tours,49500.0,22.0,0.05,1.03,0.89,49500.0,49500.0,49500.0,40500.0,40500.0,40500.0,40500.0,33100.0,40500.0,60500.0,60500.0,49500.0,1182.0668287676724,0.027410974002377242,0.2727272727272727,0.9941137617145709,0.0001920899335227231,0.0,-18.181818181818183
portfolio management,49500.0,15.0,0.13,6.78,2.42,40500.0,40500.0,33100.0,40500.0,60500.0,60500.0,49500.0,49500.0,60500.0,49500.0,49500.0,74000.0,1593.8049837486085,0.8094668850116755,0.45454545454545453,1.0,0.012334825435654501,82.71604938271605,49.494949494949495
train toy,110000.0,100.0,0.02,0.41,0.15,90500.0,110000.0,110000.0,110000.0,135000.0,110000.0,110000.0,110000.0,110000.0,135000.0,110000.0,110000.0,655.3656773830359,0.5880831685590548,0.45454545454545453,0.9618038656954918,0.0015274615263477808,21.54696132596685,-18.51851851851852
bold ideas,720.0,2.0,0.23,2.0,1.45,880.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,590.0,720.0,720.0,-6.947832956196301,0.6916522038407937,0.18181818181818182,0.7972547939987471,-0.0009416912165063312,-18.181818181818183,22.033898305084744
motor supplier,320.0,24.0,0.49,3.38,1.97,390.0,260.0,260.0,480.0,390.0,390.0,320.0,320.0,390.0,260.0,260.0,260.0,-10.041452600729398,0.11852721655598353,0.36363636363636365,0.7527299829493441,-0.000951436377004001,-33.33333333333333,0.0
