keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
passport cost,60500,9,0.12,0.79,0.66,49500,60500,60500,60500,74000,90500,74000,74000,90500,60500,60500,49500,-631.1762849556205,0.5010930060161897,0.7272727272727273,0.8020278721502911,-0.002794371156395169,0,-18.181818181818183,4.781755374652469
weeping willow tree,60500,59,0.24,1.73,0.59,74000,74000,74000,60500,74000,60500,74000,60500,40500,27100,27100,40500,-4480.2940122394475,0.8269254953323839,0.18181818181818182,0.5625559149671135,-0.006020560533509935,-45.27027027027027,49.44649446494465,4.781755374652469
reminders app,60500,12,0.07,2.19,1.95,90500,90500,49500,49500,60500,49500,49500,49500,60500,49500,60500,74000,-294.9360339321395,0.6110630246505468,0.2727272727272727,0.6775458550501543,-0.0005187362002191115,-18.23204419889503,49.494949494949495,4.781755374652469
tablet deals,60500,100,0.19,0.62,1,60500,60500,60500,40500,49500,74000,90500,74000,49500,60500,49500,49500,-915.288959941504,0.03036443114561227,0.2727272727272727,0.7908674934453983,-0.00009892686484638427,-18.181818181818183,-18.181818181818183,4.781755374652469
notary services,60500,13,0.93,4.18,3.44,49500,40500,49500,49500,40500,74000,74000,74000,110000,60500,33100,33100,-492.80179238936404,0.43258487110324206,0.5454545454545454,0.6635847988221534,-0.0013596154517256705,-33.131313131313135,-45.289256198347104,4.781755374652469
dragonfruit juice,60500,71,0.03,0.28,0.4,49500,90500,135000,74000,49500,40500,40500,40500,40500,40500,40500,90500,-1792.253548159888,0.3375744193448933,0.2727272727272727,0.5722538610504584,-0.0014943326027338506,82.82828282828282,123.45679012345678,4.781755374652469
virtual events platform,60500,9,0.02,0.33,1.87,33100,33100,27100,40500,14800,135000,90500,74000,135000,40500,6600,22200,-1738.6911577772987,0.38361892128917086,0.45454545454545453,0.4873828950670722,-0.0027849138735001632,-32.93051359516616,-45.18518518518518,4.781755374652469
oxygen therapy,60500,67,0.06,2.09,1.33,49500,60500,60500,60500,49500,60500,60500,60500,60500,49500,49500,60500,-322.909294559708,0.07721191749759093,0.7272727272727273,0.9445158277130166,-0.0003026733406586738,22.22222222222222,22.22222222222222,4.781755374652469
tree pruning service,60500,12,0.05,1.42,3.21,90500,90500,90500,90500,74000,60500,49500,49500,40500,33100,49500,49500,-4380.395841786091,0.9335631722621169,0.18181818181818182,0.5408291721560545,-0.00565369678419303,-45.30386740331492,49.546827794561935,4.781755374652469
gnat trap,60500,100,0.04,0.79,0.54,74000,74000,90500,90500,74000,40500,22200,14800,18100,27100,60500,90500,-1560.0690540414269,0.6292747906361912,0.36363636363636365,0.654034686406205,-0.003906881227006618,22.2972972972973,233.94833948339482,4.781755374652469
pool supplies,60500,100,0.94,4.85,3.96,40500,49500,74000,90500,90500,74000,60500,33100,33100,40500,33100,49500,-3371.1564693420037,0.036670891481798584,0.45454545454545453,0.5779822700587213,-0.0005654945231604309,22.22222222222222,22.22222222222222,4.781755374652469
chaise lounge chairs,60500,100,0.46,2.1,1.27,60500,60500,74000,74000,74000,60500,74000,60500,74000,60500,74000,60500,-162.61507424981087,0.2065071880115985,0.5454545454545454,0.9304821469503624,-0.0002548187854235108,0,0,4.781755374652469
quiche mix kit,60500,96,0.15,2.11,0.49,74000,90500,74000,74000,74000,60500,74000,49500,49500,49500,49500,49500,-3060.458208630906,0.8741331735380105,0.18181818181818182,0.6330530001321183,-0.00449690913964328,-33.108108108108105,0,4.781755374652469
predictive analytics construction,60500,90,0.06,0.87,0.26,49500,49500,60500,60500,90500,74000,90500,60500,49500,49500,49500,49500,-1886.17670973262,0.08824416823169856,0.45454545454545453,0.7078899458417686,-0.0008735987202795299,0,0,4.781755374652469
property insights ai,60500,100,0.46,3.65,1.59,49500,60500,90500,90500,90500,74000,60500,40500,49500,49500,49500,49500,-2969.4197575318044,0.07495374431474766,0.36363636363636365,0.6322232177306392,-0.0007892680619285467,0,0,4.781755374652469
antique lighting,60500,98,0.06,1.34,0.57,74000,74000,90500,90500,74000,60500,49500,40500,49500,40500,40500,49500,-3761.7959533974376,0.7753356167319758,0.2727272727272727,0.5662408003265708,-0.006794485552792584,-33.108108108108105,22.22222222222222,4.781755374652469
cost estimating,60500,13,0.22,3.89,1.97,49500,40500,60500,74000,60500,60500,90500,74000,74000,60500,40500,60500,-552.5556761407839,0.4557619133096932,0.7272727272727273,0.8325938594716918,-0.0025078675921383514,22.22222222222222,0,4.781755374652469
seed suppliers,60500,100,0.29,1.22,0.95,49500,74000,60500,60500,60500,60500,60500,49500,60500,60500,60500,60500,-29.211067074198027,0.004452811252071087,0.45454545454545453,0.9348261627960223,-9.289640946650237e-7,22.22222222222222,0,4.781755374652469
excavator for rent,60500,88,0.16,1,0.5,74000,74000,60500,60500,60500,60500,60500,49500,60500,49500,49500,60500,-1291.1822780351217,0.9208828910902427,0.18181818181818182,0.7555627767053036,-0.0026118975478756556,-18.243243243243242,22.22222222222222,4.781755374652469
mike microphone shop,60500,100,0.14,1.76,0.84,49500,74000,60500,74000,90500,74000,60500,49500,74000,49500,60500,60500,-1152.641340346031,0.010044288809033408,0.36363636363636365,0.8083794272105086,-0.00005252386979448046,22.22222222222222,22.22222222222222,4.781755374652469
measuring tools sale,60500,60,10.62,51.83,48.38,74000,60500,60500,60500,60500,60500,60500,49500,60500,49500,60500,74000,-54.64647488180395,0.5911777821181663,0.2727272727272727,0.8411473438213656,-0.00012009613549466244,0,49.494949494949495,4.781755374652469
singing lessons,60500,32,0.3,3.11,3.51,74000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,-282.6853328037902,0.5440553168766746,0,0.8186649422277235,0,-18.243243243243242,0,4.781755374652469
organic coffee,60500,55,0.29,2.72,1.77,135000,135000,74000,60500,49500,40500,49500,40500,49500,33100,33100,40500,-5454.381243546055,0.8782333565018752,0,0.3080617846087558,0,-70,22.356495468277945,4.781755374652469
first aid training,60500,36,0.23,3.88,4.15,60500,60500,60500,49500,60500,60500,60500,60500,60500,40500,49500,60500,-789.0815552867256,0.4766489245717046,0.5454545454545454,0.908816608071128,-0.003222117823573314,0,49.382716049382715,4.781755374652469
dog joint supplements,60500,100,1.94,5.97,4.46,49500,49500,49500,74000,74000,110000,74000,40500,40500,40500,40500,40500,-3099.935769209639,0.0004890370840573421,0.2727272727272727,0.5797367959681969,-0.000004095414688116074,-18.181818181818183,0,4.781755374652469
ice cube trays,60500,100,0.13,0.73,0.39,49500,60500,60500,60500,60500,60500,60500,49500,60500,60500,49500,60500,-213.71971789546234,0.11100925954550744,0.8181818181818182,0.9535769104280905,-0.0003226209280401792,22.22222222222222,0,4.781755374652469
event rentals,60500,18,0.09,1.15,1.22,49500,110000,90500,49500,60500,60500,49500,60500,40500,27100,33100,33100,-4354.1072746987065,0.5333885256002938,0.2727272727272727,0.448112244889179,-0.004663883790403011,-33.131313131313135,22.14022140221402,4.781755374652469
electric warming pad,60500,100,0.01,0.52,0.27,90500,74000,74000,60500,40500,33100,40500,49500,74000,74000,60500,40500,-447.4148288053625,0.5232495362030387,0.2727272727272727,0.6076380679901578,-0.0006122615129340754,-55.24861878453039,-45.27027027027027,4.781755374652469
mandolin case,60500,18,0.03,0.8,0.43,60500,90500,49500,49500,74000,74000,110000,110000,74000,27100,33100,49500,-3345.4359496681286,0.0002411660983436814,0.45454545454545453,0.603404310712815,-0.0000031954736183972813,-18.181818181818183,82.65682656826569,4.781755374652469
data synchronization,60500,10,0.59,8.41,5.76,6600,6600,18100,301000,368000,49500,9900,8100,8100,6600,8100,8100,-12767.91019183453,0.0015078235657650652,0.2727272727272727,0.11114680876698911,-0.000008157387447092577,22.727272727272727,22.727272727272727,4.781755374652469
glass beads,60500,100,0.17,0.88,0.59,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,0,1,0,1,0,0,0,4.781755374652469
flair marker,60500,100,0.01,0.38,0.14,60500,90500,60500,49500,60500,49500,49500,60500,60500,74000,60500,49500,-165.85148854498917,0.25033494248805555,0.36363636363636365,0.7457071075245737,-0.00018208572489323803,-18.181818181818183,-33.108108108108105,4.781755374652469
local marketplace,60500,2,0.05,1.76,1.17,60500,74000,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,-913.4674858786269,0.7699745648410969,0.09090909090909091,0.7292647429087046,-0.0008403249397648558,-18.181818181818183,0,4.781755374652469
private jet charter,60500,23,1.07,6.03,7.21,60500,60500,74000,60500,60500,60500,49500,49500,49500,60500,60500,40500,-1085.5881571941047,0.6176971176675687,0.2727272727272727,0.7810446395389051,-0.0024196786569031063,-33.057851239669425,-33.057851239669425,4.781755374652469
ev charger installer,60500,46,0.96,8.23,8.1,74000,60500,90500,90500,60500,74000,74000,49500,49500,60500,49500,40500,-3122.4419846779833,0.6050334602325227,0.18181818181818182,0.6338791370203515,-0.0031826487979166626,-45.27027027027027,-33.057851239669425,4.781755374652469
parental leave,60500,1,0.16,1.19,1.35,49500,49500,60500,74000,74000,60500,49500,49500,60500,40500,49500,60500,-951.5776841059582,0.00005710123030355785,0.45454545454545453,0.81586371140377,-3.5651445611443693e-7,22.22222222222222,49.382716049382715,4.781755374652469
baggy joggers,60500,100,0.29,1.73,0.75,74000,60500,60500,49500,60500,60500,74000,49500,60500,60500,60500,49500,-629.8175339415753,0.447496150828984,0.5454545454545454,0.7693076530971887,-0.0019163358131048416,-33.108108108108105,-18.181818181818183,4.781755374652469
outdoor umbrella,60500,100,0.31,2.65,1.32,40500,49500,60500,74000,74000,60500,49500,33100,40500,74000,60500,49500,-77.14846468077722,0.07930169137588627,0.5454545454545454,0.8354511961492996,-0.00005107491045317856,22.22222222222222,-33.108108108108105,4.781755374652469
scar cream,60500,100,0.18,0.83,0.61,60500,60500,74000,74000,74000,74000,74000,60500,74000,60500,60500,74000,-375.83952498858537,0.15871431519844936,0.6363636363636364,0.933881403288735,-0.0005231590059276259,22.31404958677686,22.31404958677686,4.781755374652469
local markets,60500,2,0.05,1.76,1.17,60500,74000,60500,49500,49500,49500,49500,49500,49500,49500,49500,49500,-913.4674858786269,0.7699745648410969,0.09090909090909091,0.7292647429087046,-0.0008403249397648558,-18.181818181818183,0,4.781755374652469
hand dryer,60500,100,0.34,6.13,5.47,60500,60500,60500,49500,49500,49500,49500,49500,60500,49500,49500,60500,-80.88738180405548,0.5914123825294304,0.18181818181818182,0.8973526111007214,-0.00014232225070430062,0,22.22222222222222,4.781755374652469
pinworm treatment,60500,65,0.32,1.58,0.69,74000,60500,60500,60500,60500,60500,60500,49500,49500,49500,49500,60500,-1170.2446370514247,0.872719585204091,0.09090909090909091,0.7384844655463884,-0.0011394446604377538,-18.243243243243242,22.22222222222222,4.781755374652469
ev charger installation,60500,46,0.96,8.23,8.1,74000,60500,90500,90500,60500,74000,74000,49500,49500,60500,49500,40500,-3122.4419846779833,0.6050334602325227,0.18181818181818182,0.6338791370203515,-0.0031826487979166626,-45.27027027027027,-33.057851239669425,4.781755374652469
eco villa rental,60500,100,0.21,2.92,1.68,60500,110000,60500,60500,60500,49500,60500,74000,74000,60500,49500,49500,-1498.716717006588,0.30408785196771704,0.2727272727272727,0.6386870842326822,-0.001189681102725832,-18.181818181818183,-18.181818181818183,4.781755374652469
mobility issue diagnosis,60500,62,0.39,1.68,1.65,40500,33100,40500,74000,110000,135000,74000,74000,90500,33100,33100,18100,-4188.582305351046,0.15929528878200394,0.45454545454545453,0.48892054532566376,-0.0023282600455423463,-55.30864197530864,-45.31722054380665,4.781755374652469
irl event network,60500,9,0.52,3.72,3.8,135000,110000,90500,74000,74000,49500,49500,40500,40500,40500,40500,33100,-6016.560727668813,0.9499830955838522,0,0.31286925029536644,0,-75.48148148148148,-18.271604938271604,4.781755374652469
porch furniture sale,60500,100,0.3,1.7,1.45,60500,74000,60500,60500,74000,60500,60500,33100,33100,40500,74000,60500,-853.3640980976477,0.5149118370728771,0.36363636363636365,0.8180367144168839,-0.0022142174089299534,0,49.382716049382715,4.781755374652469
reminder apps,60500,12,0.07,2.19,1.95,90500,90500,49500,49500,60500,49500,49500,49500,60500,49500,60500,74000,-294.9360339321395,0.6110630246505468,0.2727272727272727,0.6775458550501543,-0.0005187362002191115,-18.23204419889503,49.494949494949495,4.781755374652469
digestive enzyme supplement,60500,95,0.57,2.86,1.86,60500,90500,110000,110000,74000,74000,74000,33100,33100,22200,22200,22200,-7493.4897344075025,0.5283202428163369,0.2727272727272727,0.3352783238520358,-0.005260826294495434,-63.30578512396694,0,4.781755374652469
mosquito trap,60500,100,0.22,1.23,0.91,60500,90500,110000,135000,90500,60500,40500,27100,27100,33100,40500,74000,-4750.083968204259,0.42576697550650744,0.36363636363636365,0.47753629555678206,-0.004960865094548801,22.31404958677686,123.56495468277946,4.781755374652469
patent attorney,60500,10,0.41,13.05,7.44,74000,60500,60500,49500,49500,60500,60500,49500,49500,40500,33100,74000,-1145.5004288313469,0.7685059735765803,0.2727272727272727,0.7223283080849541,-0.003026828861154127,0,82.71604938271605,4.781755374652469
siding for house,60500,89,2.07,13.15,7.35,60500,60500,60500,60500,74000,90500,74000,49500,49500,49500,49500,60500,-1694.3930078911521,0.04943671095857749,0.36363636363636365,0.7664008661735976,-0.0003728109845657482,0,22.22222222222222,4.781755374652469
gold near me,60500,24,0.93,6.31,1.75,74000,74000,74000,60500,60500,60500,49500,49500,49500,49500,49500,60500,-1589.186089392188,0.9312365614667868,0.09090909090909091,0.7346914735493331,-0.0015847574051585183,-18.243243243243242,22.22222222222222,4.781755374652469
eyebrow growth serum,60500,100,0.3,3.52,2.17,60500,60500,74000,60500,60500,60500,60500,49500,49500,49500,49500,40500,-1934.847023675441,0.7000428586464038,0.09090909090909091,0.7297473516032901,-0.0015282843419600488,-33.057851239669425,-18.181818181818183,4.781755374652469
prescription drugs,60500,12,0.56,4.43,3.21,40500,49500,165000,60500,60500,40500,49500,33100,40500,33100,40500,60500,-2798.0088959537725,0.1639224731682043,0.2727272727272727,0.47750375877074863,-0.0010213926847472319,49.382716049382715,82.77945619335347,4.781755374652469
eco friendly cleaner,60500,49,0.25,4.93,0.84,60500,49500,49500,49500,60500,60500,90500,90500,49500,49500,49500,49500,-964.3828478472687,0.11784126416653473,0.36363636363636365,0.7387232848709393,-0.0005140737615174295,-18.181818181818183,0,4.781755374652469
buy tutu online,60500,15,0.94,11.2,9.11,49500,49500,90500,135000,110000,74000,60500,27100,49500,27100,33100,22200,-6307.442083569922,0.126575914209203,0.2727272727272727,0.3763122981713924,-0.0012455006906255948,-55.15151515151515,-18.081180811808117,4.781755374652469
businessman laptop,60500,80,0.35,2.78,2.05,60500,74000,74000,60500,60500,49500,49500,49500,60500,49500,49500,60500,-1004.7672150460045,0.6669215297295736,0.36363636363636365,0.7754365197698554,-0.0031544292968821433,0,22.22222222222222,4.781755374652469
sports nutrition,60500,57,0.12,4.54,2.16,74000,60500,60500,60500,60500,60500,74000,90500,74000,60500,60500,60500,-236.41661862044967,0.013964665524895281,0.2727272727272727,0.8766394584818603,-0.00001180309605780325,-18.243243243243242,0,4.781755374652469
curtain track,60500,100,0.28,2.49,0.74,60500,60500,60500,60500,90500,60500,60500,49500,60500,49500,60500,60500,-837.6506397164254,0.0923515906820388,0.36363636363636365,0.8245921891502455,-0.00037576778700995406,0,22.22222222222222,4.781755374652469
breakup therapy,60500,1,0.74,22.25,17,60500,90500,110000,110000,110000,90500,90500,33100,14800,8100,5400,2900,-10589.42815074493,0.43875971764425314,0.36363636363636365,0.21533433058168908,-0.005093341513038995,-95.20661157024793,-64.19753086419753,4.781755374652469
tire replacement,60500,14,0.75,5.04,3.95,60500,74000,74000,74000,90500,74000,60500,33100,60500,60500,27100,27100,-4173.661035302368,0.42718318853110393,0.5454545454545454,0.54554713028697,-0.008248932031967363,-55.20661157024793,-55.20661157024793,4.781755374652469
food tech,60500,4,0.04,1.7,0.86,60500,60500,60500,60500,74000,74000,60500,49500,60500,49500,49500,60500,-1188.236235783812,0.18807968034616807,0.2727272727272727,0.8277205937933388,-0.000828133253219037,0,22.22222222222222,4.781755374652469
data sync,60500,10,0.59,8.41,5.76,6600,6600,18100,301000,368000,49500,9900,8100,8100,6600,8100,8100,-12767.91019183453,0.0015078235657650652,0.2727272727272727,0.11114680876698911,-0.000008157387447092577,22.727272727272727,22.727272727272727,4.781755374652469
patio covers,60500,100,0.89,6.77,3.74,49500,60500,60500,74000,74000,74000,74000,49500,49500,40500,49500,60500,-1725.5721441067387,0.0035871920672374547,0.6363636363636364,0.7705611002547591,-0.000050447012703047,22.22222222222222,49.382716049382715,4.781755374652469
stainless steel cleaner,60500,100,0.18,1.25,0.72,60500,74000,74000,60500,60500,49500,60500,49500,49500,49500,49500,49500,-1677.618328017353,0.758750782109821,0.2727272727272727,0.7200445927020216,-0.004182833634446833,-18.181818181818183,0,4.781755374652469
